# sector size     filename
00002800 00008100 \BG\THRWAY4C.TIM
00002811 00008200 \BG\THRWAY5A.TIM
00002822 00008100 \BG\THRWAY6A.TIM
00002833 00008200 \BG\THRWAY6B.TIM
00002844 00009F00 \BG\THR_GLB.PLM
00002858 00003B00 \CHARA\AR.ILM
00002860 00004200 \CHARA\AR.TIM
00002869 00003B00 \CHARA\BIG.ILM
00002871 00004100 \CHARA\BIG.TIM
0000287A 00001300 \CHARA\BIRD.ILM
0000287D 00002F00 \CHARA\BOS.ILM
00002883 00008100 \CHARA\BOS.TIM
00002894 00001200 \CHARA\BTFY.ILM
00002897 00002100 \CHARA\BTFY.TIM
0000289C 00001A00 \CHARA\CAT.ILM
000028A0 00002100 \CHARA\CAT.TIM
000028A5 00002C00 \CHARA\CKN.ILM
000028AB 00002100 \CHARA\CKN.TIM
000028B0 00000F00 \CHARA\CLD1.ILM
000028B2 00002100 \CHARA\CLD1.TIM
000028B7 00001800 \CHARA\CLD2.ILM
000028BA 00002100 \CHARA\CLD2.TIM
000028BF 00001800 \CHARA\CLD3.ILM
000028C2 00002100 \CHARA\CLD3.TIM
000028C7 00001800 \CHARA\CLD4.ILM
000028CA 00002100 \CHARA\CLD4.TIM
000028CF 00001200 \CHARA\COC.ILM
000028D2 00002100 \CHARA\COC.TIM
000028D7 00003600 \CHARA\DARIA.ILM
000028DE 00004200 \CHARA\DARIA.TIM
000028E7 00001800 \CHARA\DEAD.ILM
000028EA 00004100 \CHARA\DEAD.TIM
000028F3 00002300 \CHARA\DOB.ILM
000028F8 00004100 \CHARA\DOB.TIM
00002901 00002200 \CHARA\DOC.ILM
00002906 00004100 \CHARA\DOC.TIM
0000290F 00001500 \CHARA\DOG.ILM
00002912 00002100 \CHARA\DOG.TIM
00002917 00000E00 \CHARA\EI.ILM
00002919 00003400 \CHARA\FAT.ILM
00002920 00002100 \CHARA\FAT.TIM
00002925 00001000 \CHARA\FRG.ILM
00002927 00002100 \CHARA\FRG.TIM
0000292C 00003900 \CHARA\HERO.ILM
00002934 00006200 \CHARA\HERO.TIM
00002941 00001700 \CHARA\JACK.ILM
00002944 00002100 \CHARA\JACK.TIM
00002949 00004200 \CHARA\KAU.TIM
00002952 00003F00 \CHARA\KAU.ILM
0000295A 00003A00 \CHARA\LISA.ILM
00002962 00004200 \CHARA\LISA.TIM
0000296B 00001F00 \CHARA\MAN.ILM
0000296F 00001100 \CHARA\MKY.ILM
00002972 00002100 \CHARA\MKY.TIM
00002977 00008100 \CHARA\MOTH.TIM
00002988 00003A00 \CHARA\MSB.ILM
00002990 00004200 \CHARA\MSB.TIM
00002999 00003800 \CHARA\MTH.ILM
000029A0 00001000 \CHARA\OST.ILM
000029A2 00002100 \CHARA\OST.TIM
000029A7 00003F00 \CHARA\PRS.ILM
000029AF 00008700 \CHARA\PRS.TIM
000029C0 00003900 \CHARA\PRSD.ILM
000029C8 00008700 \CHARA\PRSD.TIM
000029D9 00002100 \CHARA\REBIRD.TIM
000029DE 00003A00 \CHARA\SIBYL.ILM
000029E6 00004200 \CHARA\SIBYL.TIM
000029EF 00001300 \CHARA\SLT.ILM
000029F2 00002100 \CHARA\SLT.TIM
000029F7 00001000 \CHARA\SNK.ILM
000029F9 00002100 \CHARA\SNK.TIM
000029FE 00003600 \CHARA\SRL.ILM
00002A05 00004200 \CHARA\SRL.TIM
00002A0E 00003800 \CHARA\TAR.ILM
00002A15 00004200 \CHARA\TAR.TIM
00002A1E 00002D00 \CHARA\TDRA.ILM
00002A24 00004200 \CHARA\TDRA.TIM
00002A2D 00002100 \CHARA\WORM.TIM
00002A32 00003600 \CHARA\WRM.ILM
00002A39 00000400 \ITEM\AXE.PLM
00002A3A 00000500 \ITEM\HAMMER.PLM
00002A3B 00000200 \ITEM\HANDGUN.PLM
00002A3C 00004000 \ITEM\HEROPIC2.TIM
00002A44 00000400 \ITEM\IRONPIPE.PLM
00002A45 00000B00 \ITEM\ITEM000.TMD
00002A47 0000BE00 \ITEM\ITEM001.TMD
00002A5F 00013600 \ITEM\ITEM002.TMD
00002A86 00010600 \ITEM\ITEM100.TMD
00002AA7 00010600 \ITEM\ITEM101.TMD
00002AC8 00010100 \ITEM\ITEM102.TMD
00002AE9 00010100 \ITEM\ITEM103.TMD
00002B0A 00010100 \ITEM\ITEM104.TMD
00002B2B 0000EF00 \ITEM\ITEM105.TMD
00002B49 0000D600 \ITEM\ITEM106.TMD
00002B64 00000B00 \ITEM\ITEM_00.TMD
00002B66 00000300 \ITEM\KNIFE.PLM
00002B67 00000600 \ITEM\PHONE.PLM
00002B68 00000500 \ITEM\PHONE.TIM
00002B69 00000400 \ITEM\RIFLE.PLM
00002B6A 00000300 \ITEM\SHOTGUN.PLM
00002B6B 00008200 \ITEM\TIM000.TIM
00002B7C 00008200 \ITEM\TIM001.TIM
00002B8D 00000B00 \ITEM\UNQ00.TMD
00002B8F 00001900 \ITEM\UNQ10.TMD
00002B93 00001B00 \ITEM\UNQ30.TMD
00002B97 00001800 \ITEM\UNQ31.TMD
00002B9A 00001800 \ITEM\UNQ32.TMD
00002B9D 00000B00 \ITEM\UNQ50.TMD
00002B9F 00000F00 \ITEM\UNQ51.TMD
00002BA1 00001B00 \ITEM\UNQ58.TMD
00002BA5 00000700 \ITEM\UNQ60.TMD
00002BA6 00001900 \ITEM\UNQ70.TMD
00002BAA 00000A00 \ITEM\UNQ71.TMD
00002BAC 00008000 \MISC\DEMO00_0.DAT
00002BBC 00008000 \MISC\DEMO01_0.DAT
00002BCC 00008000 \MISC\DEMO02_0.DAT
00002BDC 00007F00 \MISC\DEMO03_0.DAT
00002BEC 00008000 \MISC\DEMO04_0.DAT
00002BFC 00008000 \MISC\DEMO05_0.DAT
00002C0C 00008000 \MISC\DEMO06_0.DAT
00002C1C 00008000 \MISC\DEMO07_0.DAT
00002C2C 00004C00 \SND\B.KDT
00002C36 0001CC00 \SND\B.VAB
00002C70 00001000 \SND\C.KDT
00002C72 00018100 \SND\C.VAB
00002CA3 00001200 \SND\E.KDT
00002CA6 0000A500 \SND\E.VAB
00002CBB 00000300 \SND\F.KDT
00002CBC 00015400 \SND\F.VAB
00002CE7 00022B00 \SND\FAT.VAB
00002D2D 00021000 \SND\FIRST.VAB
00002D6F 00001900 \SND\FUEL.VAB
00002D73 00001A00 \SND\G.KDT
00002D77 00022900 \SND\G.VAB
00002DBD 00000200 \SND\I.KDT
00002DBE 0000F700 \SND\I.VAB
00002DDD 00000800 \SND\J.KDT
00002DDE 0001C200 \SND\J.VAB
00002E17 00029A00 \SND\JUTAKU.VAB
00002E6B 00034600 \SND\JUTAKU_2.VAB
00002ED4 00001800 \SND\M.KDT
00002ED7 0001A000 \SND\M.VAB
00002F0B 0001A100 \SND\MAP106.VAB
00002F40 00003600 \SND\PISTOL.VAB
00002F47 00000100 \SND\Q.KDT
00002F48 00018F00 \SND\Q.VAB
00002F7A 00000300 \SND\R.KDT
00002F7B 00003C00 \SND\R.VAB
00002F83 00004E00 \SND\RIFEL.VAB
00002F8D 00034000 \SND\SCH_A.VAB
00002FF5 0002D600 \SND\SCH_B.VAB
00003050 00029200 \SND\SCH_B2.VAB
000030A3 00005C00 \SND\SHOTGUN.VAB
000030AF 00000A00 \SND\T2.KDT
000030B1 0000F000 \SND\T2.VAB
000030CF 00000B00 \SND\V.KDT
000030D1 0000F800 \SND\V.VAB
000030F0 00000000 \TIM\BALLHOLE.TIM
000030F0 00004200 \TIM\BG_ETC.TIM
000030F9 00008300 \TIM\BLD.TIM
0000310A 00002100 \TIM\BLOOD.TIM
0000310F 00009700 \TIM\BRIGHT.TIM
00003122 00009700 \TIM\BRIGHTE.TIM
00003135 00012F00 \TIM\CLOCK.TIM
0000315B 00012F00 \TIM\CLOCK12.TIM
00003181 00012F00 \TIM\CLOCK5.TIM
000031A7 00012F00 \TIM\COMESOON.TIM
000031CD 00012F00 \TIM\COMING2.TIM
000031F3 00012F00 \TIM\CONTINUE.TIM
00003219 00001100 \TIM\DR_WAVE.TIM
0000321C 00012F00 \TIM\DUMMY.TIM
00003242 00000D00 \TIM\EF.TIM
00003244 00002300 \TIM\FIRE.TIM
00003249 00000900 \TIM\FLAME.TIM
0000324B 00000900 \TIM\FONT8.TIM
0000324D 00000900 \TIM\GLASS.TIM
0000324F 00012F00 \TIM\GOLD1.TIM
00003275 00012F00 \TIM\GOLD2.TIM
0000329B 00018100 \TIM\GROUND.TIM
000032CC 00012F00 \TIM\HAND.TIM
000032F2 00012F00 \TIM\HERO_PIC.TIM
00003318 00000000 \TIM\HOLEKEY0.TIM
00003318 00000000 \TIM\LIBRBOOK.TIM
00003318 00000000 \TIM\LMONSTER.TIM
00003318 00000000 \TIM\LOCKER0.TIM
00003318 00012F00 \TIM\LOCKER1.TIM
0000333E 00000000 \TIM\LVTRYMSG.TIM
0000333E 00025B00 \TIM\MP_0TOWN.TIM
0000338A 00025B00 \TIM\MP_SCL1F.TIM
000033D6 00025B00 \TIM\MP_SCL2F.TIM
00003422 00025B00 \TIM\MP_SCLBF.TIM
0000346E 00025B00 \TIM\MP_SCLRF.TIM
000034BA 00004100 \TIM\MR_0TOWN.TIM
000034C3 00004100 \TIM\MR_SCL.TIM
000034CC 00000500 \TIM\MUSHI.TIM
000034CD 00012F00 \TIM\PAPER1.TIM
000034F3 00012F00 \TIM\PAPER2.TIM
00003519 00012F00 \TIM\PAPER3.TIM
0000353F 00012F00 \TIM\PIANO1.TIM
00003565 00012F00 \TIM\PIANO2.TIM
0000358B 00000000 \TIM\RECEPDR1.TIM
0000358B 00000000 \TIM\RECEPDR2.TIM
0000358B 00000000 \TIM\RECEPPIC.TIM
0000358B 00009700 \TIM\SCENE2.TIM
0000359E 00012F00 \TIM\SCORE.TIM
000035C4 00012F00 \TIM\SILVER1.TIM
000035EA 00012F00 \TIM\SILVER2.TIM
00003610 00025B00 \TIM\TITLE.TIM
0000365C 00025B00 \TIM\TITLE_E.TIM
000036A8 00002100 \TIM\WATER.TIM
000036AD 0001BA00 \VIN\MAP0_S00.BIN
000036E5 00017400 \VIN\MAP0_S01.BIN
00003714 00000000 \VIN\MAP0_S02.BIN
00003714 00019600 \VIN\MAP1_S00.BIN
00003747 0001B000 \VIN\MAP1_S01.BIN
0000377D 0001BC00 \VIN\MAP1_S02.BIN
000037B5 0001C600 \VIN\MAP1_S03.BIN
000037EE 00004400 \VIN\MAP1_S04.BIN
000037F7 00000000 \VIN\MAP1_S05.BIN
000037F7 00000000 \VIN\MAP1_S06.BIN
000037F7 00000000 \VIN\MAP2_S00.BIN
000037F7 00000000 \VIN\MAP2_S01.BIN
000037F7 00000000 \VIN\MAP2_S02.BIN
000037F7 00000000 \VIN\MAP2_S03.BIN
000037F7 00000000 \VIN\MAP2_S04.BIN
000037F7 00000000 \VIN\MAP3_S00.BIN
000037F7 00000000 \VIN\MAP3_S01.BIN
000037F7 00000000 \VIN\MAP3_S02.BIN
000037F7 00000000 \VIN\MAP3_S03.BIN
000037F7 00000000 \VIN\MAP3_S04.BIN
000037F7 00000000 \VIN\MAP3_S05.BIN
000037F7 00000000 \VIN\MAP3_S06.BIN
000037F7 00000000 \VIN\MAP4_S00.BIN
000037F7 00000000 \VIN\MAP4_S01.BIN
000037F7 00000000 \VIN\MAP4_S02.BIN
000037F7 00000000 \VIN\MAP4_S03.BIN
000037F7 00000000 \VIN\MAP4_S04.BIN
000037F7 00000000 \VIN\MAP4_S05.BIN
000037F7 00000000 \VIN\MAP4_S06.BIN
000037F7 00000000 \VIN\MAP5_S00.BIN
000037F7 00000000 \VIN\MAP5_S01.BIN
000037F7 00000000 \VIN\MAP5_S02.BIN
000037F7 00000000 \VIN\MAP5_S03.BIN
000037F7 00000000 \VIN\MAP6_S00.BIN
000037F7 00000000 \VIN\MAP6_S01.BIN
000037F7 00000000 \VIN\MAP6_S02.BIN
000037F7 00000000 \VIN\MAP6_S03.BIN
000037F7 00000000 \VIN\MAP6_S04.BIN
000037F7 00000000 \VIN\MAP6_S05.BIN
000037F7 00000000 \VIN\MAP7_S00.BIN
000037F7 00000000 \VIN\MAP7_S01.BIN
000037F7 00000000 \VIN\MAP7_S02.BIN
000037F7 00000000 \VIN\MAP7_S03.BIN
000037F7 00000000 \VIN\MAPT_S00.BIN
000037F7 00000000 \VIN\MAPX_S00.BIN
000037F7 00003B00 \VIN\OPTION.BIN
000037FF 00012A00 \VIN\STREAM.BIN
